,move,score_diff
0,1,9
1,2,-4
2,3,-2
3,4,0
4,5,11
5,6,-5
6,7,-23
7,8,6
8,9,0
9,10,-2
10,11,-8
11,12,-26
12,13,8
13,14,0
14,15,0
15,16,3
16,17,0
17,18,-3
18,19,0
19,20,8
20,21,-2
21,22,-4
22,23,1
23,24,1
24,25,0
25,26,0
26,27,0
27,28,0
28,29,1
29,30,-3
