,move,score_diff
0,1,4
1,2,1
2,3,-10
3,4,5
4,5,3
5,6,-10
6,7,-1
7,8,1
8,9,-22
9,10,-12
10,11,-7
11,12,-7
12,13,-18
13,14,10
14,15,-29
15,16,-20
16,17,-30
17,18,9
18,19,-7
19,20,6
20,21,0
21,22,-18
22,23,5
23,24,3
24,25,-14
25,26,-6
26,27,0
27,28,11
28,29,5
29,30,5
30,31,-1
31,32,1
