,move,score_diff
0,1,-7
1,2,2
2,3,-10
3,4,-23
4,5,1
5,6,-5
6,7,0
7,8,-8
8,9,-12
9,10,7
10,11,-22
11,12,4
12,13,-6
13,14,2
14,15,8
15,16,-15
16,17,8
17,18,-27
18,19,0
19,20,-27
20,21,-4
21,22,-18
22,23,-15
23,24,-13
24,25,0
25,26,1
26,27,0
27,28,-18
28,29,4
29,30,0
30,31,-16
31,32,-3
32,33,-55
33,34,-27
34,35,0
35,36,-7
36,37,-41
37,38,-857
