,move,score_diff
0,1,0
1,2,-9
2,3,0
3,4,-18
4,5,6
5,6,-9
6,7,9
7,8,-4
8,9,-14
9,10,0
10,11,-1
11,12,-6
12,13,6
13,14,-10
14,15,-6
15,16,-1
16,17,0
17,18,-5
18,19,-8
19,20,5
20,21,10
21,22,-9
22,23,0
23,24,7
24,25,5
25,26,-7
26,27,1
27,28,11
28,29,0
29,30,7
30,31,-10
31,32,-6
32,33,-6
33,34,7
34,35,0
35,36,0
36,37,-11
