,move,score_diff
0,1,-16
1,2,11
2,3,-9
3,4,-16
4,5,-5
5,6,-2
6,7,0
7,8,-5
8,9,1
9,10,0
10,11,-5
11,12,11
12,13,-21
13,14,-10
14,15,0
15,16,1
16,17,4
17,18,-2
18,19,-32
19,20,-17
20,21,-8
21,22,-13
22,23,-5
23,24,-3
24,25,-7
25,26,-23
26,27,1
27,28,-2
28,29,-7
29,30,-4
30,31,0
31,32,0
32,33,0
