,move,score_diff
0,1,8
1,2,-1
2,3,-5
3,4,-17
4,5,-17
5,6,-5
6,7,0
7,8,-2
8,9,-11
9,10,-15
10,11,-5
11,12,-1
12,13,-5
13,14,-4
14,15,3
15,16,0
16,17,-1
17,18,-5
18,19,5
19,20,3
20,21,26
21,22,2
22,23,-20
23,24,6
24,25,5
25,26,-5
26,27,-1
27,28,2
28,29,10
29,30,-3
30,31,-5
31,32,0
32,33,-4
33,34,-13
34,35,-1
35,36,0
36,37,0
