,move,score_diff
0,1,7
1,2,-3
2,3,-32
3,4,-50
4,5,1
5,6,1
6,7,1
7,8,-5
8,9,-18
9,10,-4
10,11,-3
11,12,-9
12,13,-1
13,14,-14
14,15,-5
15,16,7
16,17,0
17,18,-29
18,19,-22
19,20,-1
20,21,-1
21,22,0
22,23,3
23,24,-2
24,25,0
25,26,0
26,27,4
27,28,-8
28,29,-6
29,30,-8
30,31,2
31,32,-9
32,33,-6
33,34,0
34,35,-23
35,36,0
36,37,-6
37,38,-24
38,39,0
39,40,-39
40,41,-20
41,42,0
42,43,-61
43,44,-8
44,45,-22
45,46,14
46,47,0
47,48,-24
48,49,3
49,50,-5
50,51,-4
