,move,score_diff
0,1,5
1,2,-2
2,3,-2
3,4,-16
4,5,8
5,6,7
6,7,-20
7,8,0
8,9,-2
9,10,0
10,11,-18
11,12,-7
12,13,3
13,14,4
14,15,-8
15,16,0
16,17,0
17,18,0
18,19,-1
19,20,-4
20,21,-3
21,22,-3
22,23,3
23,24,1
24,25,-6
25,26,0
26,27,0
27,28,0
28,29,-3
29,30,1
