,move,score_diff
0,1,0
1,2,3
2,3,13
3,4,-18
4,5,-10
5,6,-11
6,7,-19
7,8,-18
8,9,0
9,10,-15
10,11,4
11,12,-10
12,13,-2
13,14,-18
14,15,11
15,16,-8
16,17,5
17,18,3
18,19,0
19,20,-7
20,21,-17
21,22,-12
22,23,-1
23,24,9
24,25,-1
25,26,5
26,27,0
27,28,-3
28,29,0
29,30,-5
30,31,1
31,32,-5
32,33,0
33,34,0
34,35,0
35,36,0
36,37,0
37,38,0
38,39,0
39,40,0
40,41,0
41,42,0
