,move,score_diff
0,1,0
1,2,-29
2,3,-1
3,4,-3
4,5,16
5,6,6
6,7,1
7,8,0
8,9,-6
9,10,-23
10,11,0
11,12,-7
12,13,11
13,14,-12
14,15,-23
15,16,-65
16,17,-10
17,18,-2
18,19,-24
19,20,0
20,21,2
21,22,-7
22,23,-4
23,24,0
24,25,-3
25,26,-4
26,27,-7
27,28,-6
28,29,-7
29,30,9
30,31,-2
31,32,0
32,33,0
