,move,score_diff
0,1,-2
1,2,15
2,3,7
3,4,7
4,5,-2
5,6,-10
6,7,-1
7,8,-16
8,9,-2
9,10,-12
10,11,-26
11,12,-21
12,13,-3
13,14,-19
14,15,3
15,16,6
16,17,-1
17,18,-31
18,19,-19
19,20,4
20,21,-5
21,22,-54
22,23,-14
23,24,-19
24,25,-2
25,26,-23
26,27,-39
27,28,-48
28,29,-29
29,30,-26
30,31,5
31,32,11
32,33,5
33,34,-19
34,35,-1
35,36,0
36,37,-20
37,38,-2
38,39,5
39,40,6
40,41,3
41,42,-14
42,43,-9
43,44,-13
44,45,-42
45,46,-28
46,47,-9
47,48,-2147483405
48,49,1
