,move,score_diff
0,1,-14
1,2,5
2,3,0
3,4,6
4,5,0
5,6,1
6,7,-6
7,8,-12
8,9,-3
9,10,-6
10,11,-12
11,12,-2
12,13,6
13,14,-13
14,15,3
15,16,11
16,17,0
17,18,0
18,19,-39
19,20,-8
20,21,-30
21,22,2
22,23,3
23,24,-8
24,25,-12
25,26,5
26,27,5
27,28,7
28,29,-9
29,30,0
30,31,-17
31,32,-29
32,33,-11
33,34,17
34,35,-56
35,36,23
36,37,-102
37,38,-24
38,39,-4
39,40,0
40,41,0
41,42,0
42,43,0
43,44,3
44,45,-26
45,46,-75
46,47,-9
47,48,0
48,49,-6
49,50,-10
50,51,13
51,52,7
