,move,score_diff
0,1,-1
1,2,2
2,3,-7
3,4,-6
4,5,10
5,6,7
6,7,2
7,8,-2
8,9,1
9,10,-2
10,11,3
11,12,1
12,13,0
13,14,0
14,15,1
15,16,-13
16,17,-23
17,18,-1
18,19,-17
19,20,0
20,21,0
21,22,0
22,23,-2
23,24,-29
24,25,9
25,26,6
26,27,2
27,28,3
28,29,0
29,30,0
30,31,0
31,32,0
32,33,0
