,move,score_diff
0,1,1
1,2,0
2,3,2
3,4,-17
4,5,2
5,6,-4
6,7,3
7,8,2
8,9,-3
9,10,-7
10,11,3
11,12,-7
12,13,1
13,14,0
14,15,-7
15,16,-8
16,17,-2
17,18,-23
18,19,11
19,20,-16
20,21,0
21,22,4
22,23,0
23,24,-10
24,25,-4
25,26,-7
26,27,0
27,28,0
28,29,0
29,30,0
30,31,0
31,32,0
32,33,0
33,34,0
