,move,score_diff
0,1,1
1,2,-29
2,3,-52
3,4,-2
4,5,7
5,6,2
6,7,-26
7,8,-5
8,9,-15
9,10,1
10,11,7
11,12,-7
12,13,-16
13,14,-11
14,15,1
15,16,32
16,17,0
17,18,-24
18,19,-7
19,20,-22
20,21,0
21,22,-11
22,23,-1
23,24,-11
24,25,-1
25,26,-1
26,27,7
27,28,-12
28,29,-1
29,30,0
30,31,-8
31,32,-17
32,33,17
33,34,-1
34,35,-13
35,36,0
36,37,-6
37,38,-24
38,39,5
39,40,-3
40,41,1
41,42,-4
42,43,-52
43,44,-12
44,45,-53
45,46,-18
46,47,0
47,48,-24
48,49,-10
49,50,-5
50,51,-48
