,move,score_diff
0,1,0
1,2,-17
2,3,-4
3,4,0
4,5,8
5,6,-8
6,7,-4
7,8,-5
8,9,-11
9,10,-11
10,11,0
11,12,0
12,13,7
13,14,9
14,15,-1
15,16,-2
16,17,-3
17,18,-19
18,19,0
19,20,-10
20,21,-22
21,22,-6
22,23,-1
23,24,-7
24,25,-38
25,26,0
26,27,0
27,28,-4
28,29,-10
29,30,-46
30,31,3
31,32,-29
32,33,-29
33,34,-10
34,35,10
35,36,-1
36,37,-35
37,38,18
