,move,score_diff
0,1,-12
1,2,-5
2,3,-4
3,4,2
4,5,4
5,6,-15
6,7,10
7,8,2
8,9,-12
9,10,-8
10,11,4
11,12,7
12,13,-13
13,14,-22
14,15,-2
15,16,-2
16,17,-6
17,18,0
18,19,-23
19,20,4
20,21,-6
21,22,-16
22,23,-8
23,24,0
24,25,-2
25,26,-19
26,27,-5
27,28,-3
28,29,-4
29,30,0
30,31,0
31,32,0
