,move,score_diff
0,1,-6
1,2,2
2,3,0
3,4,7
4,5,-4
5,6,-42
6,7,6
7,8,-25
8,9,-1
9,10,0
10,11,-12
11,12,-16
12,13,-18
13,14,4
14,15,13
15,16,-10
16,17,-5
17,18,5
18,19,0
19,20,1
20,21,-2
21,22,-13
22,23,-17
23,24,10
24,25,-9
25,26,10
26,27,-12
27,28,-3
28,29,0
29,30,0
30,31,3
31,32,0
32,33,-12
33,34,0
34,35,0
35,36,0
36,37,0
37,38,0
38,39,0
39,40,0
40,41,0
41,42,0
