,move,score_diff
0,1,6
1,2,11
2,3,1
3,4,10
4,5,-26
5,6,5
6,7,-15
7,8,-1
8,9,-4
9,10,10
10,11,-34
11,12,-2
12,13,3
13,14,-5
14,15,-3
15,16,-1
16,17,1
17,18,0
18,19,-15
19,20,-4
20,21,-20
21,22,-41
22,23,-3
23,24,-10
24,25,7
25,26,0
26,27,-33
27,28,-22
28,29,-15
29,30,-38
30,31,-11
31,32,-54
32,33,12
33,34,-4
34,35,1
35,36,6
36,37,-8
37,38,-13
38,39,7
39,40,12
40,41,5
41,42,12
42,43,5
43,44,-13
44,45,9
45,46,-7
46,47,-6
47,48,0
48,49,1
49,50,1
